reviewText,Sentiment,Aspect
I love this mic it works on itouch 3generation 8 gb so well. I love it too much and wat a money saver too . Nothing more to say but to order it soon!!!,positive,None
"This is a very good seller. The product arrived exactly on the estimated date of arrival. The only problem I have is that the mic has no speakers, so you need to unplug it to listen to the ipod again.",positive,None
useless piece of device for a device that already has a mic... the performance is very average...!!! looks smooth tho.,negative,None
"It does not work. When you plug it in, it disables the speakers and then the iPod is practically silent. Not a good idea.",negative,None
I needed this for my iPod Touch and also ordered a few extras because I lose little things easily. This mic has provided much use and definitely of better quality than I was expecting it to be. I've even recommended this to a couple of friends.,positive,None
"sensitivity is slightly on the low side...records loud static noise every three seconds...otherwise, it's a good product...",positive,None
"This item works with an I-phone 4, 4s and a Samsung Galaxy S3.  The microphone picks up sound 10 time better than the built in phone mic.  The shipping time was a little long but that is clearly stated when you purchase it.  This lets you use your phone as a digital recorder.  I will buy another one",positive,None
Good product does the job. Good price. It has a carrying case. I used for the ipod  does a good job.,positive,None
"I plugged it in and it worked. It is small, but taking it with you is a challenge. How about making it into a key chain?",positive,None
"this is a fantastic tool if you are recording anything from Business meetings, you can even use it for the app Shazam... it really cool. not for use for the voip though...",positive,None
"It's simple and works well for me. Sellers say you have to purchase an additional app, but mine works fine with the included 'Memo' app on my iPod Touch 2G. Down side is that you have unplug it to listen to the recording.",positive,None
I use this product all the time since I am on Voxer.  I needed a microphone and this product is great because it is small and not as noticeable.  I really love it,positive,None
I don't know what I was thinking buying this piece of junk.  I guess you get what you pay for.  Invest in quality and stay away from this thing.  Seriously.,negative,None
Nice add on for those who have an iPod Touch.  Not a miracle worker but provides microphone capability.,positive,None
SD Ultra Micro SDXC card has worked without flaw so far.  It's been trouble-free up to this point in transfering and managing all my audio files (~29GB) from my HP laptop to my Samsung Note 10.1 2014 Edition.  I've also purchased compatible SD micro cards for my Samsung Galaxy III cell phones which have worked out better than the Kingston cards that I had originally purchased.,positive,None
"i like it, but a little expensive compared to others i saw online after purchasing.  Other than that, it's good.",positive,None
"I bought this on March 4th, 2014. Suddenly even thought the Storage in settings showed the card with used and free space, no app could find any files on it. Had to dismount, remove it and reinsert it for it to work, BUT it is erratic! While in the middle of playing mp3s on it, all the files disappeared.. This is happening over and over. Very disappointing!",negative,None
